time,cycle number,marker,delc_var_det1_HbO2,delc_var_det1_HHb,delc_var_det1_ox-redCCO,delc_var_det1_HbT,delc_INvar_det1_HbO2,delc_INvar_det1_HHb,delc_INvar_det1_ox-redCCO,delc_INvar_det1_HbT,delc_var_det2_HbO2,delc_var_det2_HHb,delc_var_det2_ox-redCCO,delc_var_det2_HbT,delc_INvar_det2_HbO2,delc_INvar_det2_HHb,delc_INvar_det2_ox-redCCO,delc_INvar_det2_HbT,delc_INvar_det3_HbO2,delc_INvar_det3_HHb,delc_INvar_det3_ox-redCCO,delc_INvar_det3_HbT,delc_INvar_det4_HbO2,delc_INvar_det4_HHb,delc_INvar_det4_ox-redCCO,delc_INvar_det4_HbT,SRS kHbO2,SRS kHHb,SRS kHbT,SRS TOI,delc_var_det1_Hbdiff,delc_INvar_det1_Hbdiff,delc_var_det2_Hbdiff,delc_INvar_det2_Hbdiff,delc_INvar_det3_Hbdiff,delc_INvar_det4_Hbdiff,DPF 690,DPF 750,DPF 790,DPF 850,Us 690,Us 750,Us 790,Us 850,Ua 690,Ua 750,Ua 790,Ua 850,MDFD_abs_C_HbO2,MDFD_abs_C_HHb,MDFD_abs_C_HbT,MDFD_StO2,MDFD_delta_C_HbO2,MDFD_delta_C_HHb,MDFD_delta_C_HbT,time (s),TCD mean velocity,TCD mean BP,TCD mean SpO2,TCD mean maxCO2,TCD mean minCO2,TF mean maxO2,TF mean minO2,TF mean maxCO2,TF mean minCO2,HR (bpm),SpO2 ,etCO? ,FIO2 ,end challenge
1174.4,640,6,-1.275576777,0.245603081,0.320802761,-1.029973696,-1.272574574,0.239442365,0.305243455,-1.03313221,-1.052751338,-0.325611754,0.256615916,-1.378363092,-1.06114565,-0.321677757,0.246785312,-1.382823408,-2.433949945,-0.601565518,-0.013080878,-3.035515464,-5.759437683,-2.260226377,-0.600349985,-8.01966406,50.28467616,496.8891595,547.1738356,0.092354998,-1.521179857,-1.512016939,-0.727139584,-0.739467893,-1.832384427,-3.499211306,9.67196447,8.015498872,8.974976391,8.440825814,11.08537977,9.170868961,10.56856811,10.99488154,0.088873713,0.107058105,0.098405571,0.11574234,22.18938091,14.91405397,37.10343488,59.81098366,0.17237925,0.748024173,0.920403424,1177.6,105.1661446,0,97.07454612,6.422491141,3.125203061,20.80323416,17.04800455,6.299387657,3.978447059,79.65061054,97.56692689,-0.830164085,-0.019100032,
1177.6,641,6,-1.353875413,0.070637086,0.420001465,-1.283238327,-1.346024524,0.068736185,0.399520342,-1.277288339,-0.975182948,-0.395289991,0.248844614,-1.37047294,-0.983669941,-0.388588629,0.237289225,-1.37225857,-2.334566522,-0.929268182,0.060166757,-3.263834705,-5.790880324,-2.266086944,-0.579655794,-8.056967268,49.93054237,496.980957,546.9114994,0.091791969,-1.424512499,-1.414760709,-0.579892957,-0.595081312,-1.40529834,-3.52479338,9.676631835,8.004494199,8.946603336,8.502975653,11.06699901,9.140192286,10.54258662,11.1153519,0.088645685,0.10698241,0.098779577,0.115312187,22.14571036,14.89730167,37.04301204,59.79246833,0.128708709,0.731271877,0.859980586,1180.8,104.1508151,0,97.11136015,6.266293245,3.118601961,20.78907943,17.27402629,6.167359677,3.742175494,80.82484714,97.65748647,-0.564749064,-0.013642936,
1180.8,642,6,-1.396035934,-0.063146401,0.441944449,-1.459182335,-1.388807056,-0.057955341,0.424842395,-1.446762397,-0.953872045,-0.457093241,0.22359166,-1.410965285,-0.960647879,-0.448513627,0.214929258,-1.409161506,-2.442313658,-1.131976426,0.116186355,-3.574290084,-6.12295412,-2.022468449,-0.595888357,-8.145422569,52.72935957,492.7707055,545.5000651,0.097052103,-1.332889533,-1.330851714,-0.496778804,-0.512134252,-1.310337232,-4.100485672,9.786581879,8.115472032,9.012154516,8.577793468,11.15596846,9.240778375,10.65048712,11.226085,0.087367847,0.105242829,0.098354127,0.114431643,22.03536135,14.60125514,36.6366165,60.16288033,0.018359696,0.435225347,0.453585043,1184,101.9199588,0,97.17285351,6.18028534,3.224392784,20.75528566,17.44550034,6.131117328,3.556848301,81.86502188,97.73378822,2.259514222,0.059927453,
1184,643,6,-1.327179691,-0.048941175,0.383161976,-1.376120866,-1.328109243,-0.040144017,0.376257117,-1.36825326,-0.967961717,-0.456258662,0.214501471,-1.424220379,-0.974779375,-0.449488192,0.212059032,-1.424267567,-2.510545264,-1.081104076,0.121111989,-3.59164934,-6.212391062,-1.97053105,-0.566045855,-8.182922112,54.64024955,489.3609777,544.0012273,0.100697278,-1.278238516,-1.287965226,-0.511703056,-0.525291182,-1.429441188,-4.241860011,9.896545341,8.231073959,9.133763809,8.561714208,11.26016068,9.355366276,10.79372237,11.16448975,0.086218153,0.103560452,0.097049581,0.114225932,21.96895609,14.29273849,36.26169458,60.6021483,-0.048045567,0.126708695,0.078663128,1187.2,100.6608286,0,97.2307745,6.19240281,3.345330331,20.72893702,17.45767688,6.153885078,3.46268416,81.94549693,97.80116971,5.564111088,0.150658208,
1187.2,644,6,-1.342914377,-0.052887431,0.336633081,-1.395801808,-1.350044302,-0.044256156,0.337141248,-1.394300458,-1.142301487,-0.486677191,0.252323399,-1.628978678,-1.149251107,-0.482638096,0.254139359,-1.631889203,-2.614244748,-0.895764135,0.032587512,-3.510008883,-6.14157238,-2.348904493,-0.510688502,-8.490476873,52.83154008,489.5750943,542.4066344,0.097678968,-1.290026945,-1.305788145,-0.655624296,-0.666613011,-1.718480612,-3.792667886,9.909194438,8.250453992,9.207823264,8.471280161,11.28354744,9.374041044,10.83111163,10.99855229,0.086182419,0.103278015,0.095804215,0.114954832,21.99118065,14.22561283,36.21679347,60.7375377,-0.025821008,0.059583028,0.03376202,1190.4,99.87588975,0,97.25150568,6.221636519,3.482248482,20.73552585,17.40679332,6.164575113,3.471906045,81.3140045,97.89211763,5.721282822,0.156826041,
1190.4,645,6,-1.54664098,-0.18201013,0.355444271,-1.728651111,-1.551095583,-0.174000809,0.354818713,-1.725096392,-1.451198708,-0.610037406,0.315971808,-2.061236114,-1.455657421,-0.605726961,0.316815384,-2.061384382,-2.932061302,-0.784920451,-0.070902881,-3.716981753,-6.34084821,-2.564922327,-0.58355863,-8.905770538,50.35460789,490.4437787,540.7983866,0.093506672,-1.36463085,-1.377094774,-0.841161302,-0.849930459,-2.14714085,-3.775925883,9.83730125,8.175936839,9.186175522,8.42531291,11.23137061,9.278023959,10.75332928,10.93415474,0.087059577,0.104103869,0.095560783,0.115526752,21.95321005,14.41123938,36.36444943,60.39789874,-0.063791607,0.245209584,0.181417977,1193.6,98.22603623,0,97.2209127,6.210496347,3.613372742,20.770214,17.41573983,6.135834716,3.560949961,81.02717991,97.97146739,2.52714376,0.069574025,
1193.6,646,6,-1.671547414,-0.210884158,0.392839431,-1.882431572,-1.670716583,-0.204775945,0.386422296,-1.875492528,-1.542202651,-0.688583392,0.352306669,-2.230786043,-1.54521048,-0.682203933,0.348977234,-2.227414413,-3.062085436,-0.652958524,-0.115167892,-3.715043959,-6.521878133,-1.995113487,-0.783731227,-8.51699162,50.54495493,489.3439589,539.8889138,0.094041057,-1.460663256,-1.465940638,-0.853619259,-0.863006547,-2.409126912,-4.526764646,9.787186609,8.074695473,9.116764947,8.460032514,11.19806408,9.132550934,10.66445694,11.00546213,0.087690199,0.105053644,0.096236858,0.115317083,21.86346771,14.61126582,36.47473353,59.98002596,-0.15353395,0.445236025,0.291702075,1196.8,96.69692113,0,97.18428179,6.178302596,3.687570197,20.80789971,17.46663191,6.088773301,3.677753516,81.48874071,98.01797646,-0.437076633,-0.01227579,
1196.8,647,7,-1.471568042,0.04605658,0.403342953,-1.425511462,-1.471941783,0.047533404,0.393434488,-1.424408379,-1.198520802,-0.555710191,0.335366103,-1.754230994,-1.205999081,-0.549400334,0.329254959,-1.755399415,-2.505884711,-0.242891568,-0.152487938,-2.748776279,-6.011062401,-1.109068305,-0.856071188,-7.120130706,51.39665356,488.4046734,539.801327,0.095597791,-1.517624622,-1.519475187,-0.642810611,-0.656598746,-2.262993143,-4.901994095,9.82381799,8.025740894,9.076272376,8.474852062,11.24256022,9.058757968,10.64336583,11.04568353,0.087385558,0.105479331,0.096910744,0.115344002,22.02088811,14.5832259,36.60411401,60.17625322,0.003886455,0.417196099,0.421082554,1200,96.58693198,0,97.22759253,6.159004695,3.701155287,20.827727,17.47667826,6.054575119,3.761292261,81.94964281,98.09957617,-0.797255469,-0.022122008,
1200,648,7,-1.170450212,0.36904858,0.391724554,-0.801401633,-1.176405492,0.367212011,0.383087071,-0.809193481,-0.796028217,-0.273010345,0.2829419,-1.069038562,-0.809681796,-0.269422199,0.27790849,-1.079103995,-1.780847563,0.249106018,-0.197747334,-1.531741544,-5.149934596,-0.952007267,-0.642028501,-6.101941863,49.99778986,489.614754,539.6125439,0.093079883,-1.539498792,-1.543617504,-0.523017872,-0.540259597,-2.029953581,-4.197927329,9.882188058,8.073752573,9.094528633,8.409180271,11.3078008,9.138682949,10.69246929,10.98014648,0.086858197,0.105152762,0.096966023,0.116482573,22.47444826,14.3750134,36.84946166,60.95677514,0.457446601,0.208983605,0.666430206,1203.2,96.31676932,0,97.35382822,6.15470193,3.694968075,20.82593011,17.44934467,6.04295064,3.785523474,81.69260009,98.25435886,0.14669564,0.004152359,
1203.2,649,7,-1.181696521,0.457825931,0.356534318,-0.723870589,-1.188509924,0.457675034,0.351415718,-0.73083489,-0.885887846,-0.062497005,0.23028806,-0.948384851,-0.89831699,-0.061473603,0.228487265,-0.959790593,-1.970991718,0.250817657,-0.120489212,-1.720174061,-5.122259279,-1.608118479,-0.349581014,-6.730377757,48.13284023,490.5275799,538.6604201,0.089858789,-1.639522452,-1.646184958,-0.823390842,-0.836843387,-2.221809375,-3.5141408,9.875208816,8.173707137,9.138061201,8.34733283,11.31644212,9.297147987,10.77459446,10.93500399,0.087047353,0.104367094,0.096777448,0.117720766,22.79637661,14.25100169,37.0473783,61.47061083,0.779374958,0.08497189,0.864346848,1206.4,94.07436233,0,97.43334639,6.155610206,3.697095108,20.81357797,17.45324629,6.041234618,3.780644952,81.08295907,98.36696776,0.395005297,0.010987572,
1206.4,650,7,-1.511662438,0.36126169,0.297575516,-1.150400748,-1.513158918,0.364612685,0.294726369,-1.148546233,-1.404891184,-0.022486484,0.199960373,-1.427377668,-1.409096793,-0.022173424,0.200168054,-1.431270218,-3.07201021,-0.28454983,0.111258748,-3.35656004,-6.135527227,-2.042940031,-0.305650301,-8.178467258,48.8328082,488.6831205,537.5159287,0.091328332,-1.872924129,-1.877771603,-1.382404699,-1.386923369,-2.78746038,-4.092587196,9.830197875,8.210926946,9.158651342,8.371469787,11.28715261,9.355985935,10.84250326,10.9957214,0.087610991,0.104065692,0.096948892,0.117682778,22.70378319,14.32802964,37.03181283,61.25293421,0.686781532,0.161999845,0.848781377,1209.6,91.91633859,0,97.37880234,6.164554099,3.708345739,20.80466667,17.48226002,6.039810799,3.789440893,81.02391429,98.29768178,-0.040918691,-0.00117547,
1209.6,651,7,-1.773986798,0.313619983,0.255316749,-1.460366815,-1.771973694,0.31793843,0.252521391,-1.454035263,-1.748794784,-0.057494175,0.186493996,-1.806288958,-1.748254949,-0.05671106,0.186584793,-1.804966009,-3.882544638,-0.634156637,0.262490191,-4.516701276,-7.011069335,-1.619010144,-0.54102812,-8.630079479,51.16889608,485.9338999,537.1027959,0.095636714,-2.087606781,-2.089912124,-1.691300609,-1.691543889,-3.248388001,-5.392059191,9.818422584,8.136547007,9.151888592,8.423239612,11.2696931,9.258945151,10.85840808,11.05156074,0.08767639,0.104894334,0.09723797,0.116823834,22.4485279,14.4736471,36.92217499,60.76754322,0.431526242,0.307617299,0.739143541,1212.8,92.97824576,0,97.28952813,6.188671855,3.717928788,20.80414887,17.43811767,6.046423821,3.813608648,81.57047302,98.11280091,-0.208471315,-0.00580477,
1212.8,652,7,-1.74906379,0.38102744,0.245547586,-1.36803635,-1.749714843,0.384140485,0.242129574,-1.365574359,-1.638992651,-0.075180893,0.175356035,-1.714173544,-1.641914637,-0.073814856,0.17479901,-1.715729492,-3.742850896,-0.300591036,0.130313817,-4.043441932,-6.982259247,-0.97474552,-0.758567694,-7.957004767,52.49191994,484.7970656,537.2889855,0.098005098,-2.130091229,-2.133855328,-1.563811758,-1.568099781,-3.44225986,-6.007513727,9.820018836,8.045989836,9.144759344,8.410544502,11.24025921,9.153399021,10.81782062,10.98423858,0.087418249,0.106066975,0.097027401,0.116463844,22.32182666,14.5590841,36.88091076,60.50530145,0.304825003,0.393054301,0.697879304,1216,95.83738523,0,97.29260855,6.225199399,3.712543505,20.80623275,17.27767222,6.066492841,3.824119024,81.67599483,98.04426438,0.002052055,7.59734E-05,
1216,653,7,-1.616117378,0.489298491,0.210270679,-1.126818886,-1.619974473,0.490332508,0.20692061,-1.129641966,-1.44769591,-0.086198306,0.17219593,-1.533894216,-1.454395843,-0.084651676,0.171161145,-1.539047519,-3.310745931,0.271264532,-0.136064019,-3.039481399,-6.697077131,-0.980180839,-0.705818267,-7.67725797,52.64748993,484.4002392,537.0477292,0.098332077,-2.105415869,-2.110306981,-1.361497603,-1.369744167,-3.582010463,-5.716896292,9.780204241,8.048766646,9.140144122,8.360560782,11.17188902,9.175638311,10.75651046,10.86524908,0.087599739,0.10627563,0.096573618,0.116611085,22.24702831,14.60562525,36.85265356,60.35367815,0.230026656,0.439595448,0.669622105,1219.2,96.09071324,0,97.34881525,6.263624267,3.695537951,20.80335531,17.09141013,6.087070895,3.813892128,80.74410988,98.18751376,0.109965676,0.00306397,
1219.2,654,7,-1.595782183,0.600453954,0.115612866,-0.995328229,-1.597574462,0.597900214,0.112774274,-0.999674249,-1.545989265,-0.084391869,0.182831689,-1.630381134,-1.549299217,-0.083521658,0.180798723,-1.632820874,-3.328270882,0.401905363,-0.243441129,-2.926365518,-6.930272383,-1.453511905,-0.480758954,-8.383784288,53.08878369,482.884214,535.9729977,0.099317915,-2.196236137,-2.195474676,-1.461597397,-1.465777559,-3.730176245,-5.476760479,9.738147267,8.107268308,9.119484432,8.351867439,11.13638976,9.257254586,10.72742943,10.83058414,0.088075548,0.105687766,0.096750204,0.116509519,22.15424917,14.64792845,36.80217762,60.18933687,0.137247511,0.481898652,0.619146163,1222.4,93.22317324,0,97.36204931,6.294036943,3.702298522,20.79493419,16.97659245,6.098894731,3.813958793,79.85342951,98.36811568,0.009395518,0.000251902,
1222.4,655,7,-1.643416942,0.687224439,0.025424351,-0.956192503,-1.640360377,0.680136233,0.02226712,-0.960224144,-1.778638461,-0.013370007,0.182438937,-1.792008468,-1.775339436,-0.014340534,0.17885572,-1.78967997,-3.621983364,0.149651512,-0.16206507,-3.472331852,-7.419483402,-1.59497478,-0.373701038,-9.014458181,54.41049782,480.5482052,534.958703,0.101892167,-2.330641381,-2.320496611,-1.765268454,-1.760998902,-3.771634877,-5.824508622,9.774653708,8.107534753,9.083042674,8.372967042,11.2130801,9.253822246,10.74324683,10.86755938,0.088020157,0.105614679,0.097668578,0.116331233,22.2485301,14.63471247,36.88324256,60.29571235,0.23152844,0.46868267,0.70021111,1225.6,91.83191858,0,97.34428444,6.311309525,3.764007677,20.7868025,16.90642274,6.116787858,3.851306273,80.42697404,98.38164756,-0.057179679,-0.001594142,
1225.6,656,7,-1.623301074,0.682516255,0.00890757,-0.940784819,-1.617947903,0.672615323,0.003789286,-0.945332581,-1.824841944,0.079185462,0.157760455,-1.745656482,-1.8195642,0.076067408,0.152808068,-1.743496792,-3.718172397,0.046117241,-0.095672284,-3.672055156,-7.571908453,-1.31867651,-0.458230031,-8.890584963,56.10277196,478.8781067,534.9808786,0.104975693,-2.30581733,-2.290563226,-1.904027406,-1.895631608,-3.764289638,-6.253231944,9.864279501,8.046860998,9.050095234,8.370202007,11.33738249,9.168244241,10.74754529,10.87740675,0.087386814,0.106189377,0.098407445,0.116524124,22.52588943,14.54709722,37.07298666,60.69859687,0.508887778,0.381067427,0.889955205,1228.8,95.06353147,0,97.32473814,6.317102366,3.855222589,20.78478348,16.80403199,6.154422365,3.908619361,81.87461972,98.26129088,-0.010445045,-0.00028591,
1228.8,657,7,-1.580904749,0.575767086,0.053060266,-1.005137663,-1.57725775,0.567575114,0.046508535,-1.009682636,-1.7212149,0.043436554,0.152039918,-1.677778346,-1.719390913,0.040373433,0.147095089,-1.679017481,-3.620937084,0.215059907,-0.142339126,-3.405877177,-7.400690037,-1.264679834,-0.535198594,-8.665369871,56.59703364,478.8786929,535.4757265,0.105806406,-2.156671836,-2.144832864,-1.764651454,-1.759764346,-3.835996991,-6.136010203,9.888332955,8.023589322,9.050639995,8.354690145,11.3516826,9.110929296,10.70895023,10.85140975,0.08706943,0.106139416,0.098044899,0.116685053,22.56252039,14.48117509,37.04369548,60.83541868,0.545518731,0.315145296,0.860664027,1232,99.75395113,0,97.26141156,6.31833113,3.91438222,20.79159569,16.6840994,6.194542802,3.944048458,81.74713951,98.20443761,0.029209925,0.000814819,
1232,658,8,-1.65185176,0.46182981,0.120980124,-1.190021949,-1.653302112,0.461419676,0.117867073,-1.191882436,-1.705633704,-0.111968324,0.198960767,-1.817602029,-1.708695748,-0.110987018,0.197216716,-1.819682766,-3.536841128,0.358825867,-0.209696847,-3.178015261,-7.185351561,-1.532041792,-0.497638009,-8.717393353,54.0517643,480.6384044,534.6901687,0.101301478,-2.11368157,-2.114721787,-1.59366538,-1.597708729,-3.895666995,-5.653309769,9.796811423,8.064838271,9.119734706,8.351390192,11.20967843,9.119308552,10.71158589,10.83903186,0.087601626,0.105178581,0.096601065,0.116627772,22.21106239,14.52170288,36.73276526,60.43459558,0.194060733,0.355673079,0.549733812,1235.2,100.2248241,0,97.1874951,6.319679545,3.918258492,20.80764591,16.63343404,6.210861051,3.944840204,78.84097578,98.301342,0.008324575,0.000229337,
1235.2,659,8,-1.794037575,0.439289266,0.210519964,-1.354748309,-1.802356668,0.448900913,0.214651621,-1.353455755,-1.769248493,-0.148869225,0.247093605,-1.918117719,-1.776557475,-0.143014551,0.250911883,-1.919572026,-3.415926384,0.382652553,-0.202710037,-3.033273831,-6.903645737,-1.405384626,-0.481197318,-8.309030363,49.37439629,482.8458851,532.2202814,0.093168776,-2.233326842,-2.251257581,-1.620379268,-1.633542923,-3.798578937,-5.498261111,9.680349147,8.09381166,9.231716271,8.345193006,11.05269585,9.151582155,10.82006175,10.85388642,0.0884642,0.104806044,0.095209586,0.116920118,21.91242817,14.64221929,36.55464746,59.96489537,-0.104573487,0.476189497,0.37161601,1238.4,95.87774568,0,97.25697458,6.319543055,3.901097266,20.828962,16.68894226,6.20731056,3.93930303,75.52747825,98.4518303,-0.014625226,-0.000408155,
1238.4,660,8,-1.799561899,0.523901649,0.302303218,-1.27566025,-1.811596415,0.535313462,0.308381466,-1.276282953,-1.698388383,0.063086539,0.233157263,-1.635301844,-1.708590366,0.067947167,0.239104537,-1.640643199,-3.148947008,0.434694147,-0.114313253,-2.714252861,-6.458611982,-0.643962235,-0.56591223,-7.102574217,46.60420877,483.820841,530.4250498,0.088394505,-2.323463548,-2.346909877,-1.761474922,-1.776537533,-3.583641155,-5.814649747,9.656067796,8.06031465,9.269484141,8.354746351,11.04471039,9.184983941,10.90601383,10.91497418,0.088837973,0.106066207,0.095196352,0.117279405,21.93049366,14.7883141,36.71880776,59.7565148,-0.086507996,0.622284303,0.535776307,1241.6,92.44017548,0,97.48420121,6.316991247,3.899068699,20.84480111,16.80169574,6.209647231,3.953798727,75.61684358,98.52764185,-0.00580362,-0.00016038,
1241.6,661,8,-1.589354299,0.657576461,0.336183733,-0.931777838,-1.598166389,0.657907762,0.334149687,-0.940258627,-1.465233843,0.304640565,0.194071825,-1.160593278,-1.475494022,0.301746345,0.19494805,-1.173747676,-2.85339835,0.488678062,0.01226379,-2.364720288,-5.992434672,-0.054333636,-0.627688339,-6.046768308,47.70880276,484.1315673,531.8403701,0.090173444,-2.246930759,-2.25607415,-1.769874409,-1.777240367,-3.342076411,-5.938101036,9.726070513,7.994026026,9.168890465,8.41838181,11.17024904,9.203174382,10.80986298,11.02335519,0.088561748,0.108011946,0.096475357,0.116665789,21.96368528,14.93399167,36.89767695,59.55143205,-0.053316379,0.767961874,0.714645495,1244.8,94.65170127,0,97.62174203,6.317402778,3.910466458,20.84559036,16.89793228,6.227736047,3.980608182,79.44010918,98.51191763,0.007144809,0.000199368,
1244.8,662,8,-1.363796673,0.752677971,0.293366474,-0.611118703,-1.366600967,0.740906857,0.282414177,-0.62569411,-1.295067355,0.292808002,0.208828606,-1.002259353,-1.302790398,0.28405108,0.203101616,-1.018739317,-2.730900936,0.412468361,0.08821405,-2.318432575,-5.738224543,-0.248405054,-0.606185214,-5.986629597,49.71960689,485.8287388,535.5483457,0.093253376,-2.116474644,-2.107507824,-1.587875357,-1.586841478,-3.143369298,-5.489819488,9.787031557,7.941458246,9.04711289,8.467646832,11.25853712,9.170446323,10.63144765,11.0533788,0.08815487,0.109019726,0.097452128,0.115622253,21.84595642,15.0155306,36.86148702,59.29873147,-0.171045237,0.849500803,0.678455566,1248,99.90680787,0,97.48868151,6.324127185,3.916960534,20.83386666,16.93735759,6.249171845,3.996863172,82.66688961,98.46399941,0.003747969,0.000103707,
1248,663,8,-1.367332672,0.752360358,0.230687334,-0.614972313,-1.368660916,0.741994243,0.221141746,-0.626666673,-1.345076941,0.076597842,0.259057335,-1.268479099,-1.350729969,0.070928104,0.253495643,-1.279801865,-2.859667692,0.303298321,0.032063411,-2.556369371,-5.858329394,-0.730378188,-0.617260097,-6.588707582,49.87582843,488.1211967,537.9970251,0.093164983,-2.11969303,-2.11065516,-1.421674783,-1.421658072,-3.162966013,-5.127951206,9.76866263,7.941120774,9.056331211,8.395939123,11.20949236,9.116415356,10.62237419,10.88944045,0.08810003,0.108405932,0.097164075,0.115865741,21.88032563,14.94138227,36.8217079,59.44940984,-0.136676028,0.775352472,0.638676444,1251.2,101.8882271,0,97.26490524,6.329575752,3.91446245,20.818412,16.93053335,6.260687683,3.996612741,81.44578163,98.4252398,-0.003363558,-9.36101E-05,
1251.2,664,8,-1.567010275,0.672669921,0.197273669,-0.894340354,-1.571923645,0.674161991,0.19648035,-0.897761654,-1.51253445,-0.079717987,0.259022827,-1.592252437,-1.51869519,-0.077926264,0.259511514,-1.596621454,-3.18877981,0.320497579,-0.096477949,-2.868282231,-6.365677573,-0.825238982,-0.695008148,-7.190916555,50.09936995,487.3788543,537.4782242,0.0936656,-2.239680196,-2.246085635,-1.432816463,-1.440768926,-3.509277389,-5.540438591,9.720285951,8.026197095,9.168780467,8.265903642,11.11901508,9.144283848,10.80961835,10.67549657,0.088261586,0.106484715,0.096451042,0.117197713,22.16328217,14.71738348,36.88066565,60.08817828,0.146280513,0.551353681,0.697634193,1254.4,99.18314755,0,97.23120332,6.323888779,3.909580607,20.80127681,16.91909217,6.255305343,3.992317118,77.66987131,98.39940363,-0.002283978,-6.30923E-05,
1254.4,665,8,-1.70889499,0.567989135,0.182687822,-1.140905855,-1.717012435,0.577327787,0.186823235,-1.139684648,-1.612624194,-0.105742744,0.206693878,-1.718366938,-1.620397213,-0.100822529,0.211281315,-1.721219741,-3.566323585,0.365307097,-0.137647925,-3.201016488,-6.965220814,-0.693558743,-0.723419278,-7.658779557,52.80986965,483.0677764,535.8776461,0.098851801,-2.276884124,-2.294340222,-1.506881451,-1.519574684,-3.931630682,-6.27166207,9.731591397,8.160360548,9.239525385,8.242050662,11.12805483,9.263978081,10.95757588,10.65680148,0.088127162,0.10433941,0.096276075,0.117662639,22.31759614,14.48187663,36.79947277,60.62143397,0.300594484,0.315846829,0.616441313,1257.6,96.39480617,0,97.34536226,6.309347724,3.904437012,20.78208109,16.93237449,6.228773124,3.995595071,77.28963061,98.38817868,0.001461491,4.01156E-05,
1257.6,666,8,-1.67810102,0.477081815,0.166175441,-1.201019205,-1.685611684,0.484921385,0.168039508,-1.200690299,-1.616148498,-0.142487297,0.182246094,-1.758635795,-1.623790501,-0.139576411,0.185523261,-1.763366912,-3.789527116,0.288584245,-0.074800053,-3.500942872,-7.241514689,-0.791738177,-0.68398337,-8.033252866,55.9848832,479.571558,535.5564412,0.104669453,-2.155182835,-2.170533069,-1.473661201,-1.484214091,-4.078111361,-6.449776512,9.795158696,8.216515154,9.21478171,8.314458072,11.2121704,9.324850069,10.90599344,10.78291305,0.087640686,0.103578304,0.096338526,0.11699171,22.20091328,14.38495368,36.58586696,60.66594865,0.183911625,0.218923879,0.402835504,1260.8,97.01281479,0,97.35353281,6.297046255,3.899073497,20.76612367,16.96381987,6.188136773,4.004862401,82.54929028,98.40000192,0.001292156,3.52561E-05,
1260.8,667,8,-1.612883958,0.424863478,0.151869921,-1.188020479,-1.61719545,0.427978164,0.149762319,-1.189217286,-1.62291994,-0.208144277,0.199330583,-1.831064217,-1.628033536,-0.207464752,0.199359932,-1.835498288,-3.76634524,0.186437371,-0.069779396,-3.579907869,-7.194140575,-1.027232184,-0.678094074,-8.221372759,56.55264111,479.7338633,536.2865044,0.105579306,-2.037747436,-2.045173614,-1.414775663,-1.420568785,-3.952782611,-6.16690839,9.811855146,8.115359621,9.157514565,8.308684454,11.22205637,9.210001298,10.74922001,10.7683827,0.087423318,0.104925347,0.096143169,0.116995736,22.1819212,14.46374621,36.64566742,60.51906223,0.164919549,0.297716414,0.462635963,1264,99.44225126,0,97.23005053,6.291439331,3.897814487,20.75696899,16.98979115,6.154593876,4.007179674,86.79147097,98.41743463,-0.000474672,-1.19133E-05,
1264,668,8,-1.638136017,0.418133535,0.144262533,-1.220002482,-1.639934198,0.418848063,0.141004773,-1.221086135,-1.681677338,-0.156601948,0.186136592,-1.838279286,-1.684167133,-0.156485237,0.184893342,-1.84065237,-3.625295847,0.177378939,-0.178716267,-3.447916908,-7.219911696,-1.071336929,-0.697506912,-8.291248625,55.51041119,480.8112161,536.3216273,0.103689419,-2.056269552,-2.058782261,-1.525075391,-1.527681897,-3.802674786,-6.148574767,9.73747359,7.946124331,9.129199747,8.183821294,11.11083266,9.010897372,10.659286,10.55719345,0.087902156,0.107076501,0.095929379,0.118224731,22.41154736,14.63845769,37.05000504,60.45686565,0.3945457,0.472427888,0.866973588,1267.2,100.5978618,0,97.19114756,6.287579881,3.903173791,20.75462384,16.99693098,6.142812021,3.994336385,80.99749653,98.38840135,-0.00059224,-1.503E-05,
1267.2,669,9,-1.697299531,0.406141916,0.142478243,-1.291157615,-1.699502434,0.407525908,0.140449376,-1.291976525,-1.748077176,0.015561009,0.126231074,-1.732516167,-1.750186538,0.015595859,0.125913548,-1.734590679,-3.5928557,0.162736225,-0.241498669,-3.430119476,-7.459256105,-0.995139509,-0.650993238,-8.454395614,55.64151933,479.6284245,535.2699439,0.104120321,-2.103441447,-2.107028342,-1.763638185,-1.765782396,-3.755591925,-6.464116596,9.645646147,7.86697451,9.137320488,8.102883354,10.99921973,8.917899447,10.67446744,10.4192362,0.088686003,0.108065864,0.095889102,0.119016292,22.49091014,14.80131717,37.29222732,60.26747934,0.473908489,0.635287376,1.109195864,1270.4,99.77934715,0,97.31286089,6.283243241,3.913766119,20.76424346,16.98940244,6.145992461,3.984599068,67.64700317,98.290231,-0.000110027,-5.4585E-06,
